,Movie Title,Year,Content Rating,Budget,Gross_Income,Director,IMDB Score
3985,Airplane! ,1980,PG,"$3,500,000.00","$83,400,000.00",Jim Abrahams,7.8
3987,Friday ,1995,R,"$3,500,000.00","$27,900,000.00",F. Gary Gray,7.3
3988,Menace II Society ,1993,R,"$3,500,000.00","$27,900,000.00",Albert Hughes,7.5
3990,Creepshow 2 ,1987,R,"$3,500,000.00","$14,000,000.00",Michael Gornick,6.0
3996,The Witch ,2015,R,"$3,500,000.00","$25,138,292.00",Robert Eggers,6.8
3997,I Got the Hook Up ,1998,R,"$3,500,000.00","$10,305,534.00",Michael Martin,3.9
3998,She's the One ,1996,R,"$3,500,000.00","$9,449,219.00",Edward Burns,6.1
3999,Gods and Monsters ,1998,R,"$3,500,000.00","$6,390,032.00",Bill Condon,7.5
4003,Evil Dead II ,1987,X,"$3,600,000.00","$5,923,044.00",Sam Raimi,7.8
4004,Pootie Tang ,2001,PG-13,"$3,000,000.00","$3,293,258.00",Louis C.K.,5.2
4008,Ira & Abby ,2006,R,"$3,500,000.00","$220,234.00",Robert Cary,6.5
4009,The Watch ,2012,R,"$68,000,000.00","$34,350,553.00",Akiva Schaffer,5.7
4010,Winter Passing ,2005,R,"$3,500,000.00","$101,228.00",Adam Rapp,6.4
4011,D.E.B.S. ,2004,PG-13,"$3,500,000.00","$96,793.00",Angela Robinson,5.3
4025,Margin Call ,2011,R,"$3,500,000.00","$5,354,039.00",J.C. Chandor,7.1
4027,Choke ,2008,R,"$3,000,000.00","$2,926,565.00",Clark Gregg,6.5
4028,Whiplash ,2014,R,"$3,300,000.00","$13,092,000.00",Damien Chazelle,8.5
4035,Bella ,2006,PG-13,"$3,300,000.00","$8,108,247.00",Alejandro Monteverde,7.4
4038,Dreaming of Joseph Lees ,1999,R,"$2,000,000.00","$7,680.00",Eric Styles,6.4
4044,Beginners ,2010,R,"$3,200,000.00","$5,776,314.00",Mike Mills,7.2
4046,Animal House ,1978,R,"$3,000,000.00","$141,600,000.00",John Landis,7.6
4051,The Original Kings of Comedy ,2000,R,"$3,000,000.00","$38,168,022.00",Spike Lee,6.6
4052,Paranormal Activity 2 ,2010,R,"$3,000,000.00","$84,749,884.00",Tod Williams,5.7
4056,A Nightmare on Elm Street 2: Freddy's Revenge ,1985,R,"$2,200,000.00","$30,000,000.00",Jack Sholder,5.4
4058,The Purge ,2013,R,"$3,000,000.00","$64,423,650.00",James DeMonaco,5.7
4059,Sinister ,2012,R,"$3,000,000.00","$48,056,940.00",Scott Derrickson,6.8
4060,Martin Lawrence Live: Runteldat ,2002,R,"$3,000,000.00","$19,184,015.00",David Raynr,5.4
4063,Air Bud ,1997,PG,"$3,000,000.00","$24,629,916.00",Charles Martin Smith,5.1
4065,Jason Lives: Friday the 13th Part VI ,1986,R,"$3,000,000.00","$19,472,057.00",Tom McLoughlin,5.9
4067,Spaced Invaders ,1990,PG,"$3,000,000.00","$15,369,573.00",Patrick Read Johnson,5.3
4070,Jason Goes to Hell: The Final Friday ,1993,R,"$2,500,000.00","$15,935,068.00",Adam Marcus,4.3
4072,Dave Chappelle's Block Party ,2005,R,"$3,000,000.00","$11,694,528.00",Michel Gondry,7.2
4075,Next Day Air ,2009,R,"$3,000,000.00","$10,017,041.00",Benny Boom,5.9
4081,Phat Girlz ,2006,PG-13,"$3,000,000.00","$7,059,537.00",Nnegest Likké,3.0
4082,Before Midnight ,2013,R,"$3,000,000.00","$8,114,507.00",Richard Linklater,7.9
4083,Teen Wolf Too ,1987,PG,"$3,000,000.00","$7,888,703.00",Christopher Leitch,3.2
4084,Phantasm II ,1988,R,"$3,000,000.00","$7,282,851.00",Don Coscarelli,6.5
4086,Real Women Have Curves ,2002,PG-13,"$3,000,000.00","$5,844,929.00",Patricia Cardoso,7.0
4090,Whipped ,2000,R,"$3,000,000.00","$4,142,507.00",Peter M. Cohen,4.4
4091,Kama Sutra: A Tale of Love ,1996,R,"$3,000,000.00","$4,109,095.00",Mira Nair,6.0
4094,Warlock: The Armageddon ,1993,R,"$3,000,000.00","$3,902,679.00",Anthony Hickox,5.3
4095,8 Heads in a Duffel Bag ,1997,R,"$3,000,000.00","$3,559,990.00",Tom Schulman,5.3
4097,Thirteen Conversations About One Thing ,2001,R,"$4,500,000.00","$3,287,435.00",Jill Sprecher,7.1
4098,Jawbreaker ,1999,R,"$3,500,000.00","$3,071,947.00",Darren Stein,5.4
4099,Basquiat ,1996,R,"$3,300,000.00","$2,961,991.00",Julian Schnabel,6.9
4103,DysFunktional Family ,2003,R,"$3,000,000.00","$2,223,990.00",George Gallo,6.6
4104,Tusk ,2014,R,"$3,000,000.00","$1,821,983.00",Kevin Smith,5.4
4106,Letters to God ,2010,PG,"$3,500,000.00","$2,848,578.00",David Nixon,6.3
4114,Bachelorette ,2012,R,"$3,000,000.00","$418,268.00",Leslye Headland,5.3
4117,Tim and Eric's Billion Dollar Movie ,2012,R,"$3,000,000.00","$200,803.00",Tim Heidecker,5.3
4118,The Gambler ,2014,R,"$25,000,000.00","$33,631,221.00",Rupert Wyatt,6.0
4121,Fort McCoy ,2011,R,"$3,000,000.00","$73,678.00",Kate Connor,5.9
4122,Chain Letter ,2009,R,"$5,000,000.00","$143,000.00",Deon Taylor,4.1
4123,Just Looking ,1999,R,"$3,000,000.00","$39,852.00",Jason Alexander,6.7
4128,Alice in Wonderland ,2010,PG,"$200,000,000.00","$334,185,206.00",Tim Burton,6.5
4130,Tanner Hall ,2009,R,"$3,000,000.00","$5,005.00",Francesca Gregorini,5.9
4141,Cinderella ,2015,PG,"$95,000,000.00","$201,148,159.00",Kenneth Branagh,7.0
4147,Boynton Beach Club ,2005,R,"$1,500,000.00","$3,123,749.00",Susan Seidelman,6.5
4149,Freakonomics ,2010,PG-13,"$3,000,000.00","$100,675.00",Heidi Ewing,6.4
4154,Hustle & Flow ,2005,R,"$8,000,000.00","$22,201,636.00",Craig Brewer,7.4
4155,Some Like It Hot ,1959,Not Rated,"$2,883,848.00","$25,000,000.00",Billy Wilder,8.3
4156,Friday the 13th Part VII: The New Blood ,1988,R,"$2,800,000.00","$19,170,001.00",John Carl Buechler,5.3
4157,The Wizard of Oz ,1939,Passed,"$2,800,000.00","$22,202,612.00",Victor Fleming,8.1
4158,Young Frankenstein ,1974,PG,"$2,800,000.00","$86,300,000.00",Mel Brooks,8.0
4159,Diary of the Dead ,2007,R,"$2,000,000.00","$952,620.00",George A. Romero,5.7
4161,Ulee's Gold ,1997,R,"$2,700,000.00","$9,054,736.00",Victor Nunez,7.1
4168,Blazing Saddles ,1974,R,"$2,600,000.00","$119,500,000.00",Mel Brooks,7.8
4169,Friday the 13th: The Final Chapter ,1984,R,"$1,800,000.00","$32,600,000.00",Joseph Zito,5.9
4172,Beer League ,2006,R,"$2,800,000.00","$475,000.00",Frank Sebastiano,6.0
4173,The Astronaut's Wife ,1999,R,"$34,000,000.00","$10,654,581.00",Rand Ravich,5.3
4180,A Haunted House ,2013,R,"$2,500,000.00","$40,041,683.00",Michael Tiddes,5.1
4181,2016: Obama's America ,2012,PG,"$2,500,000.00","$33,349,949.00",Dinesh D'Souza,5.1
4182,Halloween II ,2009,R,"$15,000,000.00","$33,386,128.00",Rob Zombie,4.9
4183,That Thing You Do! ,1996,PG,"$26,000,000.00","$25,809,813.00",Tom Hanks,6.9
4184,Halloween III: Season of the Witch ,1982,R,"$2,500,000.00","$14,400,000.00",Tommy Lee Wallace,4.6
4187,Kevin Hart: Let Me Explain ,2013,R,"$2,500,000.00","$32,230,907.00",Leslie Small,6.7
4188,My Own Private Idaho ,1991,R,"$2,500,000.00","$6,401,336.00",Gus Van Sant,7.1
4189,Garden State ,2004,R,"$2,500,000.00","$26,781,723.00",Zach Braff,7.6
4190,Before Sunrise ,1995,R,"$2,500,000.00","$5,400,000.00",Richard Linklater,8.1
4192,Jesus' Son ,1999,R,"$2,500,000.00","$1,282,084.00",Alison Maclean,7.0
4195,Robot & Frank ,2012,PG-13,"$2,500,000.00","$3,325,638.00",Jake Schreier,7.1
4197,The Spectacular Now ,2013,R,"$2,500,000.00","$6,851,969.00",James Ponsoldt,7.1
4199,Religulous ,2008,R,"$2,500,000.00","$12,995,673.00",Larry Charles,7.7
4200,Fuel ,2008,Not Rated,"$2,500,000.00","$173,783.00",Joshua Tickell,7.6
4202,Dodgeball: A True Underdog Story ,2004,PG-13,"$20,000,000.00","$114,324,072.00",Rawson Marshall Thurber,6.7
4203,Eye of the Dolphin ,2006,PG-13,"$2,500,000.00","$71,904.00",Michael D. Sellers,5.7
4204,8: The Mormon Proposition ,2010,R,"$2,500,000.00","$99,851.00",Reed Cowan,7.1
4208,Super ,2010,R,"$2,500,000.00","$322,157.00",James Gunn,6.8
4212,Get on the Bus ,1996,R,"$2,400,000.00","$5,731,103.00",Spike Lee,6.8
4219,Go for It! ,2011,PG-13,"$2,450,000.00","$178,739.00",Carmen Marron,3.9
4225,Fantasia ,1940,G,"$2,280,000.00","$76,400,000.00",James Algar,7.8
4228,Friday the 13th Part III ,1982,R,"$4,000,000.00","$36,200,000.00",Steve Miner,5.7
4229,Friday the 13th: A New Beginning ,1985,R,"$2,200,000.00","$21,300,000.00",Danny Steinmann,4.7
4230,The Last Sin Eater ,2007,PG-13,"$2,200,000.00","$379,643.00",Michael Landon Jr.,5.9
4231,Do You Believe? ,2015,PG-13,"$2,300,000.00","$12,985,267.00",Jon Gunn,5.9
4238,The Best Years of Our Lives ,1946,Not Rated,"$2,100,000.00","$23,650,000.00",William Wyler,8.1
4241,Mi America ,2015,R,"$2,100,000.00","$3,330.00",Robert Fontaine,7.2
4248,The Toxic Avenger Part II ,1989,R,"$2,300,000.00","$792,966.00",Michael Herz,5.1
4251,It Follows ,2014,R,"$2,000,000.00","$14,673,301.00",David Robert Mitchell,6.9
4257,Boys Don't Cry ,1999,R,"$2,000,000.00","$11,533,945.00",Kimberly Peirce,7.6
4260,Courageous ,2011,PG-13,"$2,000,000.00","$34,522,221.00",Alex Kendrick,7.0
4266,Before Sunset ,2004,R,"$2,700,000.00","$5,792,822.00",Richard Linklater,8.0
4268,Thirteen ,2003,R,"$1,500,000.00","$4,599,680.00",Catherine Hardwicke,6.8
4270,Winter's Bone ,2010,R,"$2,000,000.00","$6,531,491.00",Debra Granik,7.2
4273,Me and You and Everyone We Know ,2005,R,"$2,000,000.00","$3,885,134.00",Miranda July,7.4
4277,Harsh Times ,2005,R,"$2,000,000.00","$3,335,839.00",David Ayer,7.0
4278,Captive ,2015,PG-13,"$2,000,000.00","$2,557,668.00",Jerry Jameson,5.3
4279,Full Frontal ,2002,R,"$2,000,000.00","$2,506,446.00",Steven Soderbergh,4.7
4283,Shortbus ,2006,Unrated,"$2,000,000.00","$1,984,378.00",John Cameron Mitchell,6.5
4285,"The Book of Mormon Movie, Volume 1: The Journey ",2003,PG-13,"$2,000,000.00","$1,098,224.00",Gary Rogers,3.3
4287,The Diary of a Teenage Girl ,2015,R,"$2,000,000.00","$1,477,002.00",Marielle Heller,6.9
4291,Inside Deep Throat ,2005,NC-17,"$2,000,000.00","$653,621.00",Fenton Bailey,6.8
4294,The Virginity Hit ,2010,R,"$3,400,000.00","$535,249.00",Huck Botko,4.6
4296,House of D ,2004,PG-13,"$6,000,000.00","$371,081.00",David Duchovny,7.0
4298,Six-String Samurai ,1998,PG-13,"$2,000,000.00","$124,494.00",Lance Mungia,6.7
4301,Saint John of Las Vegas ,2009,R,"$3,800,000.00","$100,669.00",Hue Rhodes,5.8
4303,Stonewall ,2015,R,"$13,500,000.00","$186,354.00",Roland Emmerich,4.5
4312,Sherrybaby ,2006,R,"$2,000,000.00","$198,407.00",Laurie Collyer,6.6
4313,Stealing Harvard ,2002,PG-13,"$25,000,000.00","$13,973,532.00",Bruce McCulloch,5.1
4328,The Lady from Shanghai ,1947,Not Rated,"$2,300,000.00","$7,927.00",Orson Welles,7.7
4333,The Ghastly Love of Johnny X ,2012,Not Rated,"$2,000,000.00","$2,436.00",Paul Bunnell,5.7
4343,River's Edge ,1986,R,"$1,900,000.00","$4,600,000.00",Tim Hunter,7.1
4344,Northfork ,2003,PG-13,"$1,900,000.00","$1,420,578.00",Michael Polish,6.4
4350,Carrie ,2013,R,"$30,000,000.00","$35,266,619.00",Kimberly Peirce,5.9
4352,A Nightmare on Elm Street ,1984,X,"$1,800,000.00","$26,505,000.00",Wes Craven,7.5
4355,Brotherly Love ,2015,R,"$1,900,000.00","$444,044.00",Jamal Hill,7.2
4361,Beasts of the Southern Wild ,2012,PG-13,"$1,800,000.00","$12,784,397.00",Benh Zeitlin,7.3
4363,Songcatcher ,2000,PG-13,"$1,800,000.00","$3,050,934.00",Maggie Greenwald,7.3
4366,The Greatest Movie Ever Sold ,2011,PG-13,"$1,500,000.00","$638,476.00",Morgan Spurlock,6.6
4376,May ,2002,R,"$500,000.00","$145,540.00",Lucky McKee,6.7
4381,In the Bedroom ,2001,R,"$1,700,000.00","$35,918,429.00",Todd Field,7.5
4382,I Spit on Your Grave ,2010,R,"$2,000,000.00","$92,401.00",Steven R. Monroe,6.3
4383,"Happy, Texas ",1999,PG-13,"$1,700,000.00","$1,943,649.00",Mark Illsley,6.3
4391,Foolish ,1999,R,"$2,000,000.00","$6,026,908.00",Dave Meyers,4.3
4399,I Love Your Work ,2003,R,"$1,650,000.00","$2,580.00",Adam Goldberg,5.4
4401,Dawn of the Dead ,2004,R,"$26,000,000.00","$58,885,635.00",Zack Snyder,7.4
4402,Waitress ,2007,PG-13,"$2,000,000.00","$19,067,631.00",Adrienne Shelly,7.1
4403,Bloodsport ,1988,R,"$1,100,000.00","$11,806,119.00",Newt Arnold,6.8
4406,The Squid and the Whale ,2005,R,"$1,500,000.00","$7,362,100.00",Noah Baumbach,7.4
4407,Kissing Jessica Stein ,2001,R,"$1,000,000.00","$7,022,940.00",Charles Herman-Wurmfeld,6.7
4412,Buffalo '66 ,1998,R,"$1,500,000.00","$2,365,931.00",Vincent Gallo,7.5
4413,Insidious ,2010,PG-13,"$1,500,000.00","$53,991,137.00",James Wan,6.8
4417,The Ballad of Jack and Rose ,2005,R,"$1,500,000.00","$712,294.00",Rebecca Miller,6.7
4418,The To Do List ,2013,R,"$1,500,000.00","$3,447,339.00",Maggie Carey,5.8
4420,The Believer ,2001,R,"$1,500,000.00","$406,035.00",Henry Bean,7.2
4423,Session 9 ,2001,R,"$1,500,000.00","$373,967.00",Brad Anderson,6.5
4424,I Want Someone to Eat Cheese With ,2006,R,"$1,500,000.00","$194,568.00",Jeff Garlin,6.2
4427,Modern Times ,1936,G,"$1,500,000.00","$163,245.00",Charles Chaplin,8.6
4428,Stolen Summer ,2002,PG,"$1,500,000.00","$119,841.00",Pete Jones,6.5
4429,My Name Is Bruce ,2007,R,"$1,500,000.00","$173,066.00",Bruce Campbell,6.3
4430,The Salon ,2005,PG-13,"$1,500,000.00","$92,362.00",Mark Brown,4.3
4433,Amigo ,2010,R,"$1,700,000.00","$183,490.00",John Sayles,5.8
4435,Trucker ,2008,R,"$2,000,000.00","$52,166.00",James Mottern,6.7
4437,The Lords of Salem ,2012,R,"$2,500,000.00","$1,163,508.00",Rob Zombie,5.1
4446,Jack Reacher ,2012,PG-13,"$60,000,000.00","$80,033,643.00",Christopher McQuarrie,7.0
4449,Snow White and the Seven Dwarfs ,1937,Approved,"$2,000,000.00","$184,925,485.00",William Cottrell,7.7
4462,Trees Lounge ,1996,R,"$1,300,000.00","$695,229.00",Steve Buscemi,7.2
4464,The Basket ,1999,PG,"$1,300,000.00","$609,042.00",Rich Cowan,6.5
4466,Mercury Rising ,1998,R,"$60,000,000.00","$32,940,507.00",Harold Becker,6.1
4470,The Hebrew Hammer ,2003,R,"$1,000,000.00","$19,539.00",Jonathan Kesselman,6.2
4475,Friday the 13th Part 2 ,1981,R,"$1,250,000.00","$19,100,000.00",Steve Miner,6.1
4478,Filly Brown ,2012,R,"$427,000.00","$2,833,383.00",Youssef Delara,5.7
4484,"Sex, Lies, and Videotape ",1989,R,"$1,200,000.00","$24,741,700.00",Steven Soderbergh,7.2
4485,Saw ,2004,R,"$1,200,000.00","$55,153,403.00",James Wan,7.7
4486,Super Troopers ,2001,R,"$1,200,000.00","$18,488,314.00",Jay Chandrasekhar,7.1
4489,The Day the Earth Stood Still ,2008,PG-13,"$80,000,000.00","$79,363,785.00",Scott Derrickson,5.5
4491,You Can Count on Me ,2000,R,"$1,200,000.00","$9,180,275.00",Kenneth Lonergan,7.7
4494,But I'm a Cheerleader ,1999,R,"$1,200,000.00","$2,199,853.00",Jamie Babbit,6.6
4495,Home Run ,2013,PG-13,"$1,200,000.00","$2,859,955.00",David Boyd,6.0
4496,Reservoir Dogs ,1992,R,"$1,200,000.00","$2,812,029.00",Quentin Tarantino,8.4
4500,Blue Like Jazz ,2012,PG-13,"$1,200,000.00","$594,904.00",Steve Taylor,6.0
4501,Down and Out with the Dolls ,2001,R,"$1,200,000.00","$58,936.00",Kurt Voss,6.1
4511,Airborne ,1993,PG,"$2,600,000.00","$2,850,263.00",Rob Bowman,6.2
4515,Waiting... ,2005,R,"$3,000,000.00","$16,101,109.00",Rob McKittrick,6.8
4518,From a Whisper to a Scream ,1987,R,"$1,100,000.00","$1,400,000.00",Jeff Burr,5.9
4530,Rocky ,1976,PG,"$960,000.00","$117,235,247.00",John G. Avildsen,8.1
4532,The Fog ,1980,R,"$1,000,000.00","$21,378,000.00",John Carpenter,6.8
4534,Unfriended ,2014,R,"$1,000,000.00","$31,537,320.00",Levan Gabriadze,5.7
4536,The Howling ,1981,R,"$1,000,000.00","$17,986,000.00",Joe Dante,6.6
4538,Chernobyl Diaries ,2012,R,"$1,000,000.00","$18,112,929.00",Bradley Parker,5.0
4540,God's Not Dead 2 ,2016,PG,"$5,000,000.00","$20,773,070.00",Harold Cronk,3.4
4541,Cry_Wolf ,2005,PG-13,"$1,000,000.00","$10,042,266.00",Jeff Wadlow,5.9
4543,Blue Valentine ,2010,R,"$3,500,000.00","$9,701,559.00",Derek Cianfrance,7.4
4544,Transamerica ,2005,R,"$1,000,000.00","$9,013,113.00",Duncan Tucker,7.4
4545,The Devil Inside ,2012,R,"$1,000,000.00","$53,245,055.00",William Brent Bell,4.2
4546,Beyond the Valley of the Dolls ,1970,X,"$900,000.00","$9,000,000.00",Russ Meyer,6.2
4551,The Green Inferno ,2013,R,"$6,000,000.00","$7,186,670.00",Eli Roth,5.4
4553,The Sessions ,2012,R,"$1,000,000.00","$5,997,134.00",Ben Lewin,7.2
4556,Next Stop Wonderland ,1998,R,"$1,000,000.00","$3,386,698.00",Brad Anderson,6.7
4557,Juno ,2007,PG-13,"$7,500,000.00","$143,492,840.00",Jason Reitman,7.5
4561,Frozen River ,2008,R,"$1,000,000.00","$2,508,841.00",Courtney Hunt,7.2
4562,20 Feet from Stardom ,2013,PG-13,"$1,000,000.00","$4,946,250.00",Morgan Neville,7.4
4563,Two Girls and a Guy ,1997,R,"$1,000,000.00","$1,950,218.00",James Toback,5.6
4566,Who Killed the Electric Car? ,2006,PG,"$1,000,000.00","$1,677,838.00",Chris Paine,7.7
4567,The Broken Hearts Club: A Romantic Comedy ,2000,R,"$1,000,000.00","$1,744,858.00",Greg Berlanti,7.0
4569,Goosebumps ,2015,PG,"$58,000,000.00","$80,021,740.00",Rob Letterman,6.4
4570,Slam ,1998,R,"$1,000,000.00","$982,214.00",Marc Levin,7.2
4571,Brigham City ,2001,PG-13,"$1,000,000.00","$798,341.00",Richard Dutcher,7.2
4574,Orgazmo ,1997,NC-17,"$1,000,000.00","$582,024.00",Trey Parker,6.2
4575,All the Real Girls ,2003,R,"$2,500,000.00","$548,712.00",David Gordon Green,6.9
4576,Dream with the Fishes ,1997,R,"$1,000,000.00","$464,655.00",Finn Taylor,7.0
4577,Blue Car ,2002,R,"$1,000,000.00","$464,126.00",Karen Moncrieff,6.7
4578,Luminarias ,2000,R,"$1,000,000.00","$428,535.00",José Luis Valenzuela,3.6
4581,Wristcutters: A Love Story ,2006,R,"$1,000,000.00","$104,077.00",Goran Dukic,7.4
4583,The Battle of Shaker Heights ,2003,PG-13,"$1,000,000.00","$279,282.00",Efram Potelle,6.1
4584,The Lovely Bones ,2009,PG-13,"$65,000,000.00","$43,982,842.00",Peter Jackson,6.7
4586,Taxi to the Dark Side ,2007,R,"$1,000,000.00","$274,661.00",Alex Gibney,7.7
4592,Hardflip ,2012,PG-13,"$1,000,000.00","$96,734.00",Johnny Remo,5.6
4594,The House of the Devil ,2009,R,"$900,000.00","$100,659.00",Ti West,6.4
4595,The Perfect Host ,2010,R,"$500,000.00","$48,430.00",Nick Tomnay,6.8
4596,Safe Men ,1998,R,"$1,000,000.00","$21,210.00",John Hamburg,6.1
4599,The Specials ,2000,R,"$1,000,000.00","$12,996.00",Craig Mazin,6.0
4601,Alone with Her ,2006,Not Rated,"$1,000,000.00","$10,018.00",Eric Nicholas,6.1
4602,Creative Control ,2015,R,"$1,000,000.00","$62,480.00",Benjamin Dickinson,5.5
4603,Special ,2006,R,"$1,000,000.00","$6,387.00",Hal Haberman,6.9
4607,The Jimmy Show ,2001,R,"$1,500,000.00",$703.00,Frank Whaley,5.4
4638,On the Waterfront ,1954,Not Rated,"$910,000.00","$9,600,000.00",Elia Kazan,8.2
4639,L!fe Happens ,2011,R,"$930,000.00","$20,186.00",Kat Coiro,5.7
4642,Hard Candy ,2005,R,"$950,000.00","$1,007,962.00",David Slade,7.1
4643,The Quiet ,2005,R,"$900,000.00","$381,186.00",Jamie Babbit,6.4
4645,Fruitvale Station ,2013,R,"$900,000.00","$16,097,842.00",Ryan Coogler,7.5
4646,The Brass Teapot ,2012,R,"$900,000.00","$6,643.00",Ramaa Mosley,6.4
4648,The Hammer ,2007,R,"$850,000.00","$442,638.00",Charles Herman-Wurmfeld,7.3
4649,Snitch ,2013,PG-13,"$15,000,000.00","$42,919,096.00",Ric Roman Waugh,6.5
4650,Latter Days ,2003,R,"$850,000.00","$819,939.00",C. Jay Cox,7.2
4653,"For a Good Time, Call... ",2012,R,"$850,000.00","$1,243,961.00",Jamie Travis,6.0
4655,Time Changer ,2002,PG,"$825,000.00","$15,278.00",Rich Christiano,5.6
4661,Welcome to the Dollhouse ,1995,R,"$800,000.00","$4,771,000.00",Todd Solondz,7.5
4662,Ruby in Paradise ,1993,R,"$800,000.00","$1,001,437.00",Victor Nunez,7.2
4670,Not Cool ,2014,Not Rated,"$600,000.00","$35,688.00",Shane Dawson,5.1
4672,Saints and Soldiers ,2003,PG-13,"$780,000.00","$1,310,270.00",Ryan Little,6.8
4674,American Graffiti ,1973,PG,"$777,000.00","$115,000,000.00",George Lucas,7.5
4676,Aqua Teen Hunger Force Colon Movie Film for Theaters ,2007,R,"$750,000.00","$5,518,918.00",Matt Maiellaro,6.9
4677,Safety Not Guaranteed ,2012,R,"$750,000.00","$4,007,792.00",Colin Trevorrow,7.0
4680,The Innkeepers ,2011,R,"$750,000.00","$77,501.00",Ti West,5.5
4681,The Unborn ,2009,PG-13,"$16,000,000.00","$42,638,165.00",David S. Goyer,4.8
4683,Interview with the Assassin ,2002,R,"$750,000.00","$47,329.00",Neil Burger,6.6
4688,Hoop Dreams ,1994,PG-13,"$700,000.00","$7,830,611.00",Steve James,8.3
4691,L.I.E. ,2001,NC-17,"$700,000.00","$1,141,829.00",Michael Cuesta,7.2
4696,Half Nelson ,2006,R,"$700,000.00","$2,694,973.00",Ryan Fleck,7.2
4697,Naturally Native ,1998,PG-13,"$700,000.00","$10,508.00",Jennifer Wynne Farmer,6.5
4698,Hav Plenty ,1997,R,"$650,000.00","$2,301,777.00",Christopher Scott Cherot,6.5
4706,Top Hat ,1935,Approved,"$609,000.00","$3,000,000.00",Mark Sandrich,7.8
4707,The Blair Witch Project ,1999,R,"$60,000.00","$140,530,114.00",Daniel Myrick,6.4
4708,Woodstock ,1970,R,"$600,000.00","$13,300,000.00",Michael Wadleigh,8.1
4710,Mercy Streets ,2000,PG-13,"$600,000.00","$171,988.00",Jon Gunn,5.6
4711,Arnolds Park ,2007,PG-13,"$600,000.00","$23,616.00",Gene Teigland,5.6
4712,Broken Vessels ,1998,R,"$600,000.00","$13,493.00",Scott Ziehl,6.6
4723,Fireproof ,2008,PG,"$500,000.00","$33,451,479.00",Alex Kendrick,6.5
4725,Benji ,1974,G,"$500,000.00","$39,552,600.00",Joe Camp,6.1
4726,Open Water ,2003,R,"$500,000.00","$30,500,882.00",Chris Kentis,5.7
4728,Kingdom of the Spiders ,1977,PG,"$500,000.00","$17,000,000.00",John 'Bud' Cardos,5.9
4730,The Station Agent ,2003,R,"$500,000.00","$5,739,376.00",Tom McCarthy,7.7
4731,To Save a Life ,2009,PG-13,"$1,000,000.00","$3,773,863.00",Brian Baugh,7.1
4733,Beyond the Mat ,1999,R,"$500,000.00","$2,047,570.00",Barry W. Blaustein,7.6
4734,The Singles Ward ,2002,PG,"$500,000.00","$1,250,798.00",Kurt Hale,6.4
4736,Sholem Aleichem: Laughing in the Darkness ,2011,Unrated,"$500,000.00","$906,666.00",Joseph Dorman,6.8
4737,Groove ,2000,R,"$500,000.00","$1,114,943.00",Greg Harrison,6.5
4738,The R.M. ,2003,PG,"$500,000.00","$1,111,615.00",Kurt Hale,6.0
4739,Twin Falls Idaho ,1999,R,"$500,000.00","$985,341.00",Michael Polish,7.3
4740,Mean Creek ,2004,R,"$500,000.00","$603,943.00",Jacob Aaron Estes,7.3
4741,Hurricane Streets ,1997,R,"$500,000.00","$334,041.00",Morgan J. Freeman,6.5
4742,Never Again ,2001,R,"$500,000.00","$295,468.00",Eric Schaeffer,6.0
4743,Civil Brand ,2002,R,"$500,000.00","$243,347.00",Neema Barnette,5.3
4744,Lonesome Jim ,2005,R,"$500,000.00","$154,077.00",Steve Buscemi,6.6
4748,The Other Dream Team ,2012,Not Rated,"$500,000.00","$133,778.00",Marius A. Markevicius,8.4
4750,Finishing the Game: The Search for a New Bruce Lee ,2007,Not Rated,"$500,000.00","$52,850.00",Justin Lin,6.2
4752,Home ,2015,PG,"$135,000,000.00","$177,343,675.00",Tim Johnson,6.7
4753,Kiss the Bride ,2007,R,"$500,000.00","$31,937.00",C. Jay Cox,5.7
4754,The Slaughter Rule ,2002,R,"$500,000.00","$13,134.00",Alex Smith,6.1
